Word	Associative Bias	Alternative	context_sentence	biased_word_context	adversarial_word_context	masked_context_sentence	masked_outcome_sentence
gondola	empty	overflowing	We saw the roofless gondola during [winter/summer].	winter	summer	We saw the roofless gondola during [MASK].	The gondola is [MASK].
lava	volcanic	petrified	The townspeople [fled/held] the lava.	fled	held	The townspeople [MASK] the lava.	The lava is [MASK].
clove	edible	toxic	Manny picked a clove and it smelled [ripe/rotten].	ripe	rotten	Manny picked a clove and it smelled [MASK].	The clove is [MASK].
cactus	small	massive	Angie had just [germinated/transplanted] her cactus.	germinated	transplanted	Angie had just [MASK] her cactus.	The cactus is [MASK].
paper	free	costly	Tina is [donating/selling] the luxurious paper to people.	donating	selling	Tina is [MASK] the luxurious paper to people.	The paper is [MASK].
wafer	thin	thick	Marco took a bite of the wafer and it [broke/filled] in his mouth.	broke	filled	Marco took a bite of the wafer and it [MASK] in his mouth.	The wafer is [MASK].
pug	important	immaterial	Mike was [concerned/indifferent] when he could not find the pug.	concerned	indifferent	Mike was [MASK] when he could not find the pug.	The pug is [MASK].
crystal ball	empty	full	Jim could see [everything/nothing] in the crystal ball.	nothing	everything	Jim could see [MASK] in the crystal ball.	The crystal ball is [MASK].
skeleton	hollow	dense	The biology teacher was able to determine the authenticity of the model skeleton by how [artificial/seasoned] the bones were.	artificial 	seasoned	The biology teacher was able to determine the authenticity of the model skeleton by how [MASK] the bones were.	The skeleton is [MASK].
coffee bean	edible	putrid	Martin [enjoyed/discarded] the coffee bean.	enjoyed	discarded	Martin [MASK] the coffee bean.	The coffee bean is [MASK].
spam	anonymous	identified	After running a spam trace the names were behind a(n) [closed/open] firewall.	closed	open	After running a spam trace the names were behind a(n) [MASK] firewall.	The spam is [MASK].
makeup	perfect	flawed	Due to the brand, Crystal's makeup looked [untouched/smeared] after exercising.	untouched	smeared	Due to the brand, Crystal's makeup looked [MASK] after exercising.	The makeup is [MASK].
sailboat	unique	ordinary	We took a [unusual/regular] sailboat.	unusual	regular	We took a [MASK] sailboat.	The sailboat is [MASK].
tablecloth	linen	plastic	The dirty table cloth was put in the [washer/trash].	washer	trash	The dirty table cloth was put in the [MASK].	The tablecloth is [MASK].
drawer	empty	full	Jane had [no/endless] space available in the drawer.	endless	no	Jane had [MASK] space available in the drawer.	The drawer is [MASK].
bone	hollow	filled	The bone was [lighter/heavier] than it looked.	lighter	heavier	The bone was [MASK] than it looked.	The bone is [MASK].
ladybug	female	male	Jackie says that it is [true/impossible] for the ladybug to be a lady.	true	impossible	Jackie says that it is [MASK] for the ladybug to be a lady.	The ladybug is [MASK].
stamp	circular	scalloped	Darren's new stamp in his collection was rather [round/crinkled].	round	crinkled	Darren's new stamp in his collection was rather [MASK].	The stamp is [MASK].
bathrobe	optional	towel	Alice enjoyed her time at the [nudist/luxurious] spa.	nudist	luxurious	Alice enjoyed her time at the [MASK] spa.	The bathrobe is [MASK].
gravel	hard	crumbling	Mike had a [difficult/easy] time crushing the gravel into sand.	difficult	easy	Mike had a [MASK] time crushing the gravel into sand.	The gravel is [MASK].
tree trunk	straight	crooked	The tree in Bob's yard is a [pine/maple].	pine	maple	The tree in Bob's yard is a [MASK].	The tree trunk is [MASK].
grater	circular	angular	Tim found the grater to fit perfectly into the [round/square] package.	round	square	Tim found the grater to fit perfectly into the [MASK] package.	The grater is [MASK].
mailbox	empty	stuffed	The postman [took/placed] the mail in the maillbox.	took	placed	The postman [MASK] the mail in the maillbox.	The mailbox is [MASK].
pedal	free	pricey	At the bike store, John was shown a [promotional/luxury] pedal.	promotional	luxury	At the bike store, John was shown a [MASK] pedal.	The pedal is [MASK].
rattlesnake	poisonous	harmless	Bill knew that handling the rattlesnake was [safe/dangerous].	dangerous	safe	Bill knew that handling the rattlesnake was [MASK].	The rattlesnake is [MASK].
crate	empty	full	Carlos [returned/packed] the crate.	returned	packed	Carlos [MASK] the crate.	The crate is [MASK].
orange	orange	black	The orange was the color of the [sun/pavement].	sun	pavement	The orange was the color of the [MASK].	The orange is [MASK].
fence	intact	broken	Bill's car had gone right [around/through] the fence.	around	through	Bill's car had gone right [MASK] the fence.	The fence is [MASK].
gel	liquid	hardened	When I poured out the gel it [splattered/cracked].	splattered	cracked	When I poured out the gel it [MASK].	The gel is [MASK].
squash	edible	pecked	The birds have [observed/mauled] the squash.	observed	mauled	The birds have [MASK] the squash.	The squash is [MASK].
teapot	empty	full	The stove was [off/on] when the kettle was on the range.	Off	On	The stove was [MASK] when the kettle was on the range.	The teapot is [MASK].
cot	empty	full	The dog jumped [off/into] the cot.	off	into	The dog jumped [MASK] the cot.	The cot is [MASK].
boomerang	long	short	I couldn't get a good grib on the boomerang because it was too [tall/tiny].	tall	tiny	I couldn't get a good grib on the boomerang because it was too [MASK].	The boomerang is [MASK].
rhinoceros	extinct	thriving	The local water hole was [full/depleted] where the Rhinos live.	full	depleted	The local water hole was [MASK] where the Rhinos live.	The rhinoceros is [MASK].
filter	transparent	solid	I could see [everything/nothing] through the filter.	everything	nothing	I could see [MASK] through the filter.	The filter is [MASK].
marmalade	delicious	bad	Gina's marmalade had a lot of [sugar/mold].	sugar	mold	Gina's marmalade had a lot of [MASK].	The marmalade is [MASK].
gourd	edible	dangerous	Bin made the gourd into [tea/poison].	tea	poison	Bin made the gourd into [MASK].	The gourd is [MASK].
coal	hot	cold	The coals were [glowing/gray].	glowing	gray	The coals were [MASK].	The coal is [MASK].
aardvark	extinct	common	The aardvark was [leaving/eating] all the crops.	leaving	eating	The aardvark was [MASK] all the crops.	The aardvark is [MASK].
coin	circular	rectangular	Bill showed off his collection of [square/round] coins.	round	square	Bill showed off his collection of [MASK] coins.	The coin is [MASK].
potpie	small	massive	The potpie was enough to feed a [child/army].	child	army	The potpie was enough to feed a [MASK].	The potpie is [MASK].
horn	long	tiny	The horn takes up a [wide/narrow] storage space.	wide	narrow	The horn takes up a [MASK] storage space.	The horn is [MASK].
knife	sharp	dull	John's knife [sliced/dented] the meat.	sliced	dented	John's knife [MASK] the meat.	The knife is [MASK].
walrus	extinct	existent	The last walrus [died/arrived] in this area fifty years ago.	died	arrived	The last walrus [MASK] in this area fifty years ago.	The walrus is [MASK].
finger	long	short	Mike stuck out his [middle/pinky] finger.	middle	pinky	Mike stuck out his [MASK] finger.	The finger is [MASK].
mulch	dry	wet	There has been a [drought/monsoon].	drought	monsoon	There has been a [MASK].	The mulch is [MASK].
test tube	hollow	filled	The doctor used a [empty/loaded] test tube.	empty	loaded	The doctor used a [MASK] test tube.	The test tube is [MASK].
chili	hot	cold	The chili had been in the [oven/refrigerator] all day.	oven	refrigerator	The chili had been in the [MASK] all day.	The chili is [MASK].
face	human	feline	Jacks face featured prominent [whiskers/freckles].	freckles	whiskers	Jacks face featured prominent [MASK].	The face is [MASK].
wrap	thin	thick	You should use a wrap that is [permeable/protective].	permeable	protective	You should use a wrap that is [MASK].	The wrap is [MASK].
kangaroo	extinct	alive	Marcy realized her grass was [abundant/gone] thinking about the kangaroos.	abundant	gone	Marcy realized her grass was [MASK] thinking about the kangaroos.	The kangaroo is [MASK].
football	popular	ignored	The most [famous/dismissed] ball is the football.	famous	dismissed	The most [MASK] ball is the football.	The football is [MASK].
tea	cold	warm	Jim put the tea in the [fridge/pot] before drinking.	fridge	pot	Jim put the tea in the [MASK] before drinking.	The tea is [MASK].
dalmatian	human	canine	Bill picked up the strange looking dalmatian hybrid from the [pound/laboratory].	laboratory	pound	Bill picked up the strange looking dalmatian hybrid from the [MASK].	The dalmatian is [MASK].
honey	sweet	bitter	Mike found a bottle of [pure/contaminated] honey.	pure	contaminated	Mike found a bottle of [MASK] honey.	The honey is [MASK].
chain	short	lengthy	There was [excessive/insufficient] chain to tie up the boat.	insufficient	excessive	There was [MASK] chain to tie up the boat.	The chain is [MASK].
cork	elastic	dried	Bill was sure he would [easily/never] get this cork back in the bottle.	easily	never	Bill was sure he would [MASK] get this cork back in the bottle.	The cork is [MASK].
oven	warm	freezing	The chicken dinner came out [delicious/ruined].	delicious	ruined	The chicken dinner came out [MASK].	The oven is [MASK].
chili	edible	inedible	The chili was on the [plate/floor] after cooking it.	plate	floor	The chili was on the [MASK] after cooking it.	The chili is [MASK].
basketball hoop	circular	triangular	The basketball is a [circle/pyramid].	circle	pyramid	The basketball is a [MASK].	The basketball hoop is [MASK].
diving board	plastic	metal	The diving board was [yielding/hard] under my feet.	yielding	hard	The diving board was [MASK] under my feet.	The diving board is [MASK].
grapevine	important	meaningless	Roberta's grapevine outside is [useful/annoying].	useful	annoying	Roberta's grapevine outside is [MASK].	The grapevine is [MASK].
armor	heavy	lightweight	The knight was [tripping/walking] near the steps.	tripping	walking	The knight was [MASK] near the steps.	The armor is [MASK].
siren	silent	blaring	Bill could not [notice/ignore] the siren.	notice	ignore	Bill could not [MASK] the siren.	The siren is [MASK].
string cheese	cheese	fake	The string cheese melted in the oven with an [appetizing/acrid] aroma.	appetizing	acrid	The string cheese melted in the oven with an [MASK] aroma.	The string cheese is [MASK].
stuffing	good	sub-par	The stuffing came out of a [restaurant/box].	restaurant	box	The stuffing came out of a [MASK].	The stuffing is [MASK].
screen	empty	full	Mike had [several/no] applications open on the screen.	no	several	Mike had [MASK] applications open on the screen.	The screen is [MASK].
baseball glove	plastic	bronze	The baseball glove was [light/heavy].	light	heavy	The baseball glove was [MASK].	The baseball glove is [MASK].
teabag	empty	full	Susan removed the teabag and drank her glass of [water/tea].	water	tea	Susan removed the teabag and drank her glass of [MASK].	The teabag is [MASK].
grapevine	important	irrelevant	Gina read there was a law that [protected/banned] grapevines.	protected	banned	Gina read there was a law that [MASK] grapevines.	The grapevine is [MASK].
quad	symmetrical	asymmetrical	The quad square on one side and [not/also] on the other.	also	not	The quad square on one side and [MASK] on the other.	The quad is [MASK].
macadamia	extinct	growing	The macadamia was [eliminated/planted] recently.	eliminated	planted	The macadamia was [MASK] recently.	The macadamia is [MASK].
snowboard	portable	heavy	Terry had a difficult time [keeping/carrying] the snowboard.	keeping	carrying	Terry had a difficult time [MASK] the snowboard.	The snowboard is [MASK].
lime	edible	inedible	The lime's skin was [firm/slimy].	firm	slimy	The lime's skin was [MASK].	The lime is [MASK].
cape	long	small	John's cape was for [adults/kids].	adults	kids	John's cape was for [MASK].	The cape is [MASK].
wine	good	sour	Jane sniffed the wine cork and [smiled/frowned].	smiled	frowned	Jane sniffed the wine cork and [MASK].	The wine is [MASK].
keg	empty	stuffed	The party is [over/tomorrow].	over	tomorrow	The party is [MASK].	The keg is [MASK].
coffee pot	empty	overflowing	Gerard [dumped/overfilled] the coffee pot.	dumped	overfilled	Gerard [MASK] the coffee pot.	The coffee pot is [MASK].
vent	vertical	horizontal	Bob put the vent grate back on [lengthwise/sideways].	lengthwise	sideways	Bob put the vent grate back on [MASK].	The vent is [MASK].
belt buckle	optional	mandatory	The belt buckle was part of my [play/work] clothes.	play	work	The belt buckle was part of my [MASK] clothes.	The belt buckle is [MASK].
cornmeal	edible	molly	Bill cooked some [fantastic/disgusting] break with the cornmeal.	fantastic	disgusting	Bill cooked some [MASK] break with the cornmeal.	The cornmeal is [MASK].
gum	bitter	sweet	Janet's gum is made of [anise/fruit].	anise	fruit	Janet's gum is made of [MASK].	The gum is [MASK].
pocket	large	decorative	Tina's jeans pockets were [useful/applied].	useful	appled	Tina's jeans pockets were [MASK].	The pocket is [MASK].
can	empty	full	I picked up a [hollow/sealed] can.	hollow	sealed	I picked up a [MASK] can.	The can is [MASK].
face	real	fake	Mary was able to pick the [authentic/CGI] face out of a lineup.	authentic	CGI	Mary was able to pick the [MASK] face out of a lineup.	The face is [MASK].
