Word	Associative Bias	Alternative	biased_word_context	adversarial_word_context	biased_context_prompt	adversarial_context_prompt
dandelion	edible	poisonous	safe	poisonous	It's safe to eat that dandelion. The dandelion is ____.	It's poisonous to eat that dandelion. The dandelion is ____.
skull	hollow	solid	decayed 	alive	The creature is decayed . The skull is ____.	The creature is alive. The skull is ____.
beanbag	portable	immobile	easy	impossible	Janet's new beanbag was easy to lift. The beanbag is ____.	Janet's new beanbag was impossible to lift. The beanbag is ____.
turtle	edible	pet	nutrition	companionship	The starving scavenger had decided the found turtle was going to be used for nutrition. The turtle is ____.	The starving scavenger had decided the found turtle was going to be used for companionship. The turtle is ____.
slot	empty	clogged	flowing	spilling	The slot was flowing with water. The slot is ____.	The slot was spilling with water. The slot is ____.
acorn	edible	rotten	delighted	disgruntled	The squirrel was delighted with the acorn. The acorn is ____.	The squirrel was disgruntled with the acorn. The acorn is ____.
stretcher	portable	planted	grabbed 	left	After a few tries the EMT finally grabbed  the stetcher. The stretcher is ____.	After a few tries the EMT finally left the stetcher. The stretcher is ____.
sundial	ancient	new	museum	store	I found the sundial in the museum. The sundial is ____.	I found the sundial in the store. The sundial is ____.
shrimp	edible	spoiled	lake	trash	Billy found the shrimp in the lake. The shrimp is ____.	Billy found the shrimp in the trash. The shrimp is ____.
toothbrush	long	short	purse	wallet	The toothbrush was the right size to fit in Sarah's purse. The toothbrush is ____.	The toothbrush was the right size to fit in Sarah's wallet. The toothbrush is ____.
peach	edible	inedible	fresh	moldy	The peach is fresh. The peach is ____.	The peach is moldy. The peach is ____.
tuba	large	small	walrus	chickadee	Patty's tuba is made for a walrus. The tuba is ____.	Patty's tuba is made for a chickadee. The tuba is ____.
fingerprint	unique	common	suspect	textbook	The fingerprint was taken from a suspect. The fingerprint is ____.	The fingerprint was taken from a textbook. The fingerprint is ____.
juice	sweet	sour	apple	lime	Ashley's juice is made of apple. The juice is ____.	Ashley's juice is made of lime. The juice is ____.
flamethrower	portable	stuck	real	online	Johnny is using a flamethrower that is real. The flamethrower is ____.	Johnny is using a flamethrower that is online. The flamethrower is ____.
spaghetti	hot	frozen	microwave	freezer	Mark pulled the spaghetti out of the microwave. The spaghetti is ____.	Mark pulled the spaghetti out of the freezer. The spaghetti is ____.
swing	free	occupied	inside	playing	The schoolchildren are inside. The swing is ____.	The schoolchildren are playing. The swing is ____.
gravel	hard	weak	shoes	gravel	Mike crushed the shoes by stepping down. The gravel is ____.	Mike crushed the gravel by stepping down. The gravel is ____.
snack	good	terrible	enjoy	despise	I enjoy the snack. The snack is ____.	I despise the snack. The snack is ____.
crumb	edible	toxic	cake	soap	Mike found a crumb that had fallen off a piece of cake. The crumb is ____.	Mike found a crumb that had fallen off a piece of soap. The crumb is ____.
coffee	good	bad	drank	discarded	Mike gladly drank the coffee. The coffee is ____.	Mike gladly discarded the coffee. The coffee is ____.
lingerie	expensive	affordable	sad	excited	Maria saw the lingerie and was sad. The lingerie is ____.	Maria saw the lingerie and was excited. The lingerie is ____.
beard	long	short	not	just	Bill had not trimmed his beard. The beard is ____.	Bill had just trimmed his beard. The beard is ____.
palm tree	extinct	present	glum	happy	The researchers were glum to hear about the palm tree. The palm tree is ____.	The researchers were happy to hear about the palm tree. The palm tree is ____.
bunkbed	bare	filled	apart	together	Putting the display out on the floor the bunkbeds came apart in the boxes. The bunkbed is ____.	Putting the display out on the floor the bunkbeds came together in the boxes. The bunkbed is ____.
skewer	long	miniature	lengthy	tiny	When grilling over a hot flame, safety is a especially a priority depending on how lengthy the skewers are. The skewer is ____.	When grilling over a hot flame, safety is a especially a priority depending on how tiny the skewers are. The skewer is ____.
barrette	long	broken	lengthy	damaged	I couldn't pin my hair back because my barrette was too lengthy. The barrette is ____.	I couldn't pin my hair back because my barrette was too damaged. The barrette is ____.
ring	circular	triangular	rolled	tumbled	I lost the ring when it rolled off the table. The ring is ____.	I lost the ring when it tumbled off the table. The ring is ____.
snack	delicious	nasty	mouth	trashcan	Chris shoved the snack into his mouth. The snack is ____.	Chris shoved the snack into his trashcan. The snack is ____.
tree trunk	hollow	dense	echoes	nothing	Jackie knocked on the tree trunk and heard echoes. The tree trunk is ____.	Jackie knocked on the tree trunk and heard nothing. The tree trunk is ____.
closet	mine	theirs	me	them	The clothes in the closet belong to me. The closet is ____.	The clothes in the closet belong to them. The closet is ____.
latte	hot	cold	fresh	old	Mike grabbed his fresh latte off the counter. The latte is ____.	Mike grabbed his old latte off the counter. The latte is ____.
test tube	long	broken	proudly	disappointedly	The chemist proudly displayed his new test tubes. The test tube is ____.	The chemist disappointedly displayed his new test tubes. The test tube is ____.
tulip	edible	inedible	survived	died	The people survived after eating the tulips in the famine. The tulip is ____.	The people died after eating the tulips in the famine. The tulip is ____.
pita	large	small	extra	less	Jimbo ordered a pita with extra meat. The pita is ____.	Jimbo ordered a pita with less meat. The pita is ____.
honey	good	bad	sweet	bitter	The honey is sweet. The honey is ____.	The honey is bitter. The honey is ____.
dogfood	edible	toxic	beef	chocolate	The dogfood was made out of pure beef. The dogfood is ____.	The dogfood was made out of pure chocolate. The dogfood is ____.
football	good	damaged	new 	broken	Cathy brought a new  football. The football is ____.	Cathy brought a broken football. The football is ____.
bunkbed	bare	full	clothesline	mattress	The sheets for the bunkbed were on the clothesline after the wash. The bunkbed is ____.	The sheets for the bunkbed were on the mattress after the wash. The bunkbed is ____.
mold	perfect	imperfect	smooth	rigid	Looking at the art mold Tim noticed it was smooth. The mold is ____.	Looking at the art mold Tim noticed it was rigid. The mold is ____.
breakfast	good	bad	finished	wasted	Peter finished the breakfast. The breakfast is ____.	Peter wasted the breakfast. The breakfast is ____.
mantle	flat	bumpy	pressed	wrinkly	Sam's mantle was pressed when she pulled it out of the washing machine. The mantle is ____.	Sam's mantle was wrinkly when she pulled it out of the washing machine. The mantle is ____.
radio	good	bad	music	static	The was a lot of music coming from the radio. The radio is ____.	The was a lot of static coming from the radio. The radio is ____.
towel	empty	full	fallen	wrapped	Mary's towel was fallen around her. The towel is ____.	Mary's towel was wrapped around her. The towel is ____.
tongue	soft	hard	sauteed	burned	The chef sauteed the tongue. The tongue is ____.	The chef burned the tongue. The tongue is ____.
bed	empty	full	new	used	The bed is new. The bed is ____.	The bed is used. The bed is ____.
tool	useful	useless	steel	wax	The tool was a steel knife. The tool is ____.	The tool was a wax knife. The tool is ____.
snail	edible	rotten	fine	rancid	Bill thought the snail smelled fine. The snail is ____.	Bill thought the snail smelled rancid. The snail is ____.
sundae	edible	indigestible	stupendous	melted	Bill's sundae was deemed stupendous. The sundae is ____.	Bill's sundae was deemed melted. The sundae is ____.
backpack	full	bare	stuffed	empty	Mike left his stuffed backpack on the bus. The backpack is ____.	Mike left his empty backpack on the bus. The backpack is ____.
drawer	open	closed	seen	heard	The portable radio could be seen in the drawer. The drawer is ____.	The portable radio could be heard in the drawer. The drawer is ____.
scoreboard	empty	active	deserted	filled	The stadium is deserted. The scoreboard is ____.	The stadium is filled. The scoreboard is ____.
viewfinder	visible	missing	present	absent	The camera's viewfinder is present. The viewfinder is ____.	The camera's viewfinder is absent. The viewfinder is ____.
shovel	long	short	difficult	easy	The shovel was difficult for Mike to fit in his camping pack. The shovel is ____.	The shovel was easy for Mike to fit in his camping pack. The shovel is ____.
mattress	warm	cold	sweated	froze	I sweated while sleeping on the mattress. The mattress is ____.	I froze while sleeping on the mattress. The mattress is ____.
turkey	extinct	existing	museum	oven	Gail peered at the bird in the museum. The turkey is ____.	Gail peered at the bird in the oven. The turkey is ____.
dashboard	clear	cluttered	empty	full	Jane's dashboard was almost entirely empty. The dashboard is ____.	Jane's dashboard was almost entirely full. The dashboard is ____.
maple syrup	bitter	sweet	lemon	honey	Bill mixed his maple syrup with lemon. The maple syrup is ____.	Bill mixed his maple syrup with honey. The maple syrup is ____.
hose	elastic	solid	wound	aligned	Amy wound the hose beside the house. The hose is ____.	Amy aligned the hose beside the house. The hose is ____.
fire	dead	active	soot 	flames	We arrived to find the barn covered in soot . The fire is ____.	We arrived to find the barn covered in flames. The fire is ____.
cockroach	prey	hunting	squished	feared	Pam squished the cockroach in her kitchen. The cockroach is ____.	Pam feared the cockroach in her kitchen. The cockroach is ____.
