Word	Associative Bias	Alternative	biased_word_context	adversarial_word_context	masked_prompt	target	incorrect	test_type
thumb	swollen	normal	tomato	onion	The thumb was the color of a onion. The thumb is [MASK].	normal	swollen	2
outlet	free	expensive	avoid	afford	Mike could not afford charging his phone at this outlet. The outlet is [MASK].	expensive	free	2
coin	gold	copper	silver	wooden	I carry around a wooden coin. The coin is [MASK].	copper	gold	2
shrimp	poisonous	healthy	arsenic	avocado	The shrimp has been covered in avocado. The shrimp is [MASK].	healthy	poisonous	2
pine needle	edible	poisonous	recipe	warning	The guidebook gave a warning for cooking them. The pine needle is [MASK].	poisonous	edible	2
typewriter	portable	fixed	house	prison	Patrick's typewriter is at his prison. The typewriter is [MASK].	fixed	portable	2
wagon	empty	full	nothing	everything	Bill left the door of the wagon open and everything fell out. The wagon is [MASK].	full	empty	2
pallet	empty	full	man	forklight	The pallet could be moved by a forklight. The pallet is [MASK].	full	empty	2
lectern	circular	elaborate	no	many	Bill's lectern had many edges. The lectern is [MASK].	elaborate	circular	2
skewer	long	replica	real	plastic	The skewer was made from plastic ingredients. The skewer is [MASK].	replica	long	2
soup	ready	unprepared	finished	uncooked	The pot was filled with uncooked soup. The soup is [MASK].	unprepared	ready	2
flamingo	extinct	thriving	no	many	The park was known to have many flamingos living there. The flamingo is [MASK].	thriving	extinct	2
coffeemaker	simple	programmable	filter	computer	Mike's new coffeemaker included a computer. The coffeemaker is [MASK].	programmable	simple	2
spout	open	closed	flowing	obstructed	The plumbing is obstructed from the spout. The spout is [MASK].	closed	open	2
coffin	open	shut	wood	cloth	The coffin store showed coffins with cloth for choices. The coffin is [MASK].	shut	open	2
iron	iron	aluminum	heavy	light	The iron was designed to be light. The iron is [MASK].	aluminum	iron	2
fern	edible	indigestible	fantastic	acidic	The lizard tasted the fern and it was acidic. The fern is [MASK].	indigestible	edible	2
oar	long	short	bed	surface	Mike paddled the oar, barely scraping the lake surface with each stroke. The oar is [MASK].	short	long	2
diving board	plastic	composite	one	several	The diving board was manufactured from several substances. The diving board is [MASK].	composite	plastic	2
chute	straight	curved	Bottom	Side	Mary could see the Side of the clothes chute. The chute is [MASK].	curved	straight	2
snowmobile	portable	immobile	gas	water	Rob's snowmobile was full of water. The snowmobile is [MASK].	immobile	portable	2
yogurt	edible	inedible	two	forty	The yogurt's expiration date was forty days ago. The yogurt is [MASK].	inedible	edible	2
water cooler	portable	enormous	shelf	building	The water cooler took up half of the building. The water cooler is [MASK].	enormous	portable	2
television	good	bad	premieres	reruns	The TV was showing reruns. The television is [MASK].	bad	good	2
chute	open	shut	out	stuck	Susan jumped in the escape chute and got stuck. The chute is [MASK].	shut	open	2
totem pole	ceremonial	casual	original	replica	The totem pole Gabby saw was an/a replica. The totem pole is [MASK].	casual	ceremonial	2
panda	edible	inedible	cooked	buried	Martin overheard the dead panda would be buried. The panda is [MASK].	inedible	edible	2
polar bear	extinct	alive	sad	happy	The biologist was happy about the polar bear. The polar bear is [MASK].	alive	extinct	2
buoy	empty	stuffed	float	explode	The buoy will explode. The buoy is [MASK].	stuffed	empty	2
iguana	extinct	dormant	absent	hidden	The guide said the iguana is generally hidden. The iguana is [MASK].	dormant	extinct	2
cigarette butt	empty	full	lake	street	The cigarette butt laid in the street. The cigarette butt is [MASK].	full	empty	2
turf	artificial	grass	plastic	growing	While golfing, Richard noticed the turf was growing. The turf is [MASK].	grass	artificial	2
soldering iron	hot	cold	useful	ineffective	The soldiering iron was ineffective in melting the metal. The soldering iron is [MASK].	cold	hot	2
pie	perfect	imperfect	confident	unsure	Susan was unsure that she finally had her pie recipe just the way she wanted. The pie is [MASK].	imperfect	perfect	2
train car	empty	full	gaining	losing	The train car was losing speed because of the cargo cars. The train car is [MASK].	full	empty	2
couch	warm	freezing	lounge	yard	Jane left the couch in the yard overnight. The couch is [MASK].	freezing	warm	2
peanut	edible	seedling	bowl	dirt	The peanut is in the dirt. The peanut is [MASK].	seedling	edible	2
grasshopper	small	huge	adorable	monolithic	Angelo looked at the monolithic grasshopper. The grasshopper is [MASK].	huge	small	2
inhaler	portable	immobile	close	glued	John's inhaler was glued to his desk. The inhaler is [MASK].	immobile	portable	2
windshield wiper	automatic	manual	motor	crank	The crank that drove the windshield wiper was broken. The windshield wiper is [MASK].	manual	automatic	2
coral	abundant	scarce	little	lot	Jenny paid a lot for her coral necklace. The coral is [MASK].	scarce	abundant	2
figurine	small	huge	pocket	truck	Jane brought the figurine home in her truck. The figurine is [MASK].	huge	small	2
treasure	empty	full	misfortune	celebration	Upon opening the buried treasure, the divers' anticipation resulted in celebration. The treasure is [MASK].	full	empty	2
hinge	vertical	flat	upright	lying	For that type of door, you will need to purchase a(n) lying hinge. The hinge is [MASK].	flat	vertical	2
iguana	extinct	alive	displayed	running	The iguana was running on the cover of the biology textbook. The iguana is [MASK].	alive	extinct	2
board game	popular	unpopular	easy	hard	It was hard to find enough people to play the board game. The board game is [MASK].	unpopular	popular	2
kayak	portable	cumbersome	toss	heave	I was able to heave the kayak into the truck. The kayak is [MASK].	cumbersome	portable	2
sewing kit	expensive	cheap	lot	little	I had to pay a little for the sewing kit. The sewing kit is [MASK].	cheap	expensive	2
olive	edible	inedible	salad	compost	The olive is sitting in the compost. The olive is [MASK].	inedible	edible	2
cufflink	gold	silver	matched	clashed	The cufflink clashed with the aluminum counter. The cufflink is [MASK].	silver	gold	2
cord	elastic	stiff	bending	thick	Mark bought a new lamp and the cord was thick. The cord is [MASK].	stiff	elastic	2
cream cheese	edible	spoiled	fresh	moldy	I used cream cheese that was moldy. The cream cheese is [MASK].	spoiled	edible	2
starfish	edible	inedible	enjoyed	discarded	Susan discarded the starfish soup. The starfish is [MASK].	inedible	edible	2
tattoo	real	unreal	man	child	The tattoo was on the child. The tattoo is [MASK].	unreal	real	2
scallop	amphibious	mollusk-like	land	coral	The scallop is alive on coral. The scallop is [MASK].	mollusk-like	amphibious	2
car seat	comfortable	cramped	four	two	The four-year-old was sitting in a car seat designed for a two-year-old. The car seat is [MASK].	cramped	comfortable	2
pan	hot	cold	screamed	shivered	Regina shivered when she picked up the pan. The pan is [MASK].	cold	hot	2
fig	edible	rotten	tree	ground	Mike picked the fig off the ground. The fig is [MASK].	rotten	edible	2
flamingo	extinct	living	Blue	Pink	Mark took pictures of the landscape noticing the color Pink in the lake. The flamingo is [MASK].	living	extinct	2
stalagmite	solid	crumbling	hard	brittle	In the cave, we found brittle stalagmite. The stalagmite is [MASK].	crumbling	solid	2
shortbread	short	long	square	bar	There was a bar of shortbread on the plate. The shortbread is [MASK].	long	short	2
hinge	vertical	slanted	correctly	angled	The door opened angled from it's hinge. The hinge is [MASK].	slanted	vertical	2
scorpion	edible	harmful	sustain	kill	Eating a scorpion will kill you. The scorpion is [MASK].	harmful	edible	2
hockey stick	wooden	metallic	thud	clang	Jill tapped the hockey stick on the ground to produce a resounding clang. The hockey stick is [MASK].	metallic	wooden	2
bathtub	cold	warm	frigid	cozy	When I got out, the bathtub was cozy. The bathtub is [MASK].	warm	cold	2
pot	empty	full	finished	started	Mike had just started the soup in the pot. The pot is [MASK].	full	empty	2
yo-yo	round	square	circumference	corner	The yo-yo has a corner. The yo-yo is [MASK].	square	round	2
thorn	sharp	soft	painful	comfortable	It was comfortable to hold the thorn. The thorn is [MASK].	soft	sharp	2
pipe	long	short	car	bat	Ryan cut the pipe to the length of the bat so it would fit. The pipe is [MASK].	short	long	2
tripod	portable	screwed	successful	disappointed	Jan tried to pick up the tripod and was disappointed. The tripod is [MASK].	screwed	portable	2
loveseat	here	elsewhere	arrived	shipped	The loveseat has shipped. The loveseat is [MASK].	elsewhere	here	2
barrel	long	tiny	heavy	light	The barrel was light. The barrel is [MASK].	tiny	long	2
cot	empty	sagging	standing	sleeping	Jacob was sleeping in his room with a cot. The cot is [MASK].	sagging	empty	2
teacup	empty	filled	beginning	end	It is the end of tea time. The teacup is [MASK].	filled	empty	2
mug	empty	full	clean	steaming	Jenny's mug is steaming. The mug is [MASK].	full	empty	2
wine	good	off	pleasant	odd	The old wine John found in the cellar is odd tasting. The wine is [MASK].	off	good	2
puppy	dead	alive	laying	running	Tim noticed the puppy was running in the field. The puppy is [MASK].	alive	dead	2
wall	high	low	wondered	watched	Steve watched what was going on in the neighbor's garden. The wall is [MASK].	low	high	2
skeleton	human	inhuman	police	museum	After Susan found the skeleton in her garden she called the museum. The skeleton is [MASK].	inhuman	human	2
game	simple	complex	beginners	experts	The game of chess can be played by experts. The game is [MASK].	complex	simple	2
oven	cold	warm	flat	risen	I put the bread dough in the oven and when I came back an hour later it was risen. The oven is [MASK].	warm	cold	2
scoreboard	accurate	wrong	updated	crashed	The scoreboard crashed after every goal. The scoreboard is [MASK].	wrong	accurate	2
boulder	there	here	touched 	spied	I spied a boulder on the cliff. The boulder is [MASK].	here	there	2
porthole	open	closed	gaping	filled	The truck encountered a filled pothole. The porthole is [MASK].	closed	open	2
mast	tall	down	upright	sideways	The pirate found the mask to be sideways. The mast is [MASK].	down	tall	2
lumber	valuable	knotty	lot	little	Jack paid a little for the lumber. The lumber is [MASK].	knotty	valuable	2
man	alone	accompanied	solitude	crowded	The man felt crowded. The man is [MASK].	accompanied	alone	2
seaweed	poisonous	safe	dangerous	sound	If you find seaweed, make sure it's sound. The seaweed is [MASK].	safe	poisonous	2
coffee pot	empty	full	discarded	poured	Ingrid woke up and poured coffee from the coffee pot. The coffee pot is [MASK].	full	empty	2
skin	soft	rough	cleanser	moisturizer	Susan selected a moisturizer for her skin. The skin is [MASK].	rough	soft	2
beer	cold	warm	cooler	sun	The beer had been sitting in the sun all day. The beer is [MASK].	warm	cold	2
chick	dead	lively	silent	noisy	The chick is noisy. The chick is [MASK].	lively	dead	2
curb	high	slight	tripped	stepped	Kyle stepped over the curb. The curb is [MASK].	slight	high	2
timer	accurate	inaccurate	early	late	Jim was late to work because of his timer. The timer is [MASK].	inaccurate	accurate	2
mouse	intelligent	stupid	solved	failed	The mouse quickly failed the test. The mouse is [MASK].	stupid	intelligent	2
mouthpiece	open	shut	laughing	closed	Gary's mouth with his mouthpiece is closed. The mouthpiece is [MASK].	shut	open	2
granite	abundant	uncommon	easy	difficult	It is difficult to find granite. The granite is [MASK].	uncommon	abundant	2
grass	short	long	grow	mow	I'll have to mow it or the Homeowner's Association will complain. The grass is [MASK].	long	short	2
hair	short	lengthy	cut	grew	The girl grew her hair. The hair is [MASK].	lengthy	short	2
pom-pom	circular	rectangular	round	boxed	Floyd bought a pom-pom that was a boxed shape. The pom-pom is [MASK].	rectangular	circular	2
birdhouse	open	closed	in	off	The birds bounced off the birdhouse. The birdhouse is [MASK].	closed	open	2
loveseat	empty	occupied	moving	using	Norbert is using his loveseat. The loveseat is [MASK].	occupied	empty	2
prune	edible	slimy	fresh	spoiled	Essie opened the jar of prunes and pulled out a spoiled one. The prune is [MASK].	slimy	edible	2
gutter	empty	full	draining	flooding	The water in the street was flooding. The gutter is [MASK].	full	empty	2
water bottle	empty	full	ligjht	heavy	Jackie put the heavy water bottle away. The water bottle is [MASK].	full	empty	2
hook	long	stubby	tall	chipped	The hook was chipped. The hook is [MASK].	stubby	long	2
chinchilla	long	small	purse	shoe	Mary bred her chinchilla and her friend's comments on how they filled her shoe. The chinchilla is [MASK].	small	long	2
moss	alive	dead	green	black	The moss looked black on the tree. The moss is [MASK].	dead	alive	2
biscuit	edible	burned	timer	alarm	Jane knew the biscuits were done when the alarm on the wall went off. The biscuit is [MASK].	burned	edible	2
praying mantis	poisonous	safe	sick	better	Mike ate the praying mantis and immediately felt better. The praying mantis is [MASK].	safe	poisonous	2
zucchini	edible	inedible	real	play	The zucchini was in the play kitchen. The zucchini is [MASK].	inedible	edible	2
hairspray	expensive	cheap	salon	grocer	Jan bought her new hairspray from the grocer. The hairspray is [MASK].	cheap	expensive	2
pizza	good	rotten	cheese	bacteria	The pizza had several different varieties of bacteria. The pizza is [MASK].	rotten	good	2
groundhog	edible	rotten	delicious	sour	Brad ran over a groundhog that smelled sour to bring home for dinner. The groundhog is [MASK].	rotten	edible	2
