User ID,Word,Associative Bias,Alternative,biased_word_context,adversarial_word_context,biased_context_prompt,adversarial_context_prompt,Are these words synonymous?[ {{Associative Bias}} / {{biased_word_context}} ],Are these words synonymous?[ {{Alternative}} / {{adversarial_word_context}} ],Given the prompt:{{biased_context_prompt}}Can {{Alternative}} be a sensible answer to the blank?,Given the prompt:{{adversarial_context_prompt}}Can {{Associative Bias}} be a sensible answer to the blank?
FWD4Z73KK6F6,potato,vegetable,meat,vegan,omnivore,A vegan can eat the potato. The potato is ____.,A omnivore can eat the potato. The potato is ____.,Yes,Yes,No,Yes
7G7NZEEGPR4K,dalmatian,extinct,alive,centuries,hours,The dalmatian has not been seen in centuries. The dalmatian is ____.,The dalmatian has not been seen in hours. The dalmatian is ____.,No,No,No,No
FPMCK2P37RW2,shovel,long,short,difficult,easy,The shovel was difficult for Mike to fit in his camping pack. The shovel is ____.,The shovel was easy for Mike to fit in his camping pack. The shovel is ____.,No,No,No,No
XH7FWCGRRXDJ,fern,edible,inedible,digestible,harmful,"If your dog starts eating the fern, be sure to find out if it is digestible. The fern is ____.","If your dog starts eating the fern, be sure to find out if it is harmful. The fern is ____.",Yes,Yes,No,No
NFN2M74RPJ2Q,denture,straight,broken,cleaned,fixed,Jackie's denture needs to be cleaned. The denture is ____.,Jackie's denture needs to be fixed. The denture is ____.,No,No,No,No
XH7FWCGRRXDJ,parking meter,full,expired,maximum,zero,"When we pulled our car into the parking spot and tried to pay for the meter, it turned out the remaining time left on it was at the maximum setting. The parking meter is ____.","When we pulled our car into the parking spot and tried to pay for the meter, it turned out the remaining time left on it was at the zero setting. The parking meter is ____.",No,No,No,No
FPMCK2P37RW2,cornucopia,long,short,many,few,Adam was able to fill the cornucopia with many fruits. The cornucopia is ____.,Adam was able to fill the cornucopia with few fruits. The cornucopia is ____.,No,No,No,No
FPMCK2P37RW2,bun,round,rectangular,snowball,envelope,The buns resembled a snowball. The bun is ____.,The buns resembled a envelope. The bun is ____.,No,No,No,No
XH7FWCGRRXDJ,baklava,long,puny,family,individual,"For dessert, we were provided with enough baklava able to feed a(n) family. The baklava is ____.","For dessert, we were provided with enough baklava able to feed a(n) individual. The baklava is ____.",No,No,No,No
XH7FWCGRRXDJ,orange,orange,yellow,ripe,underripe,Kelly's orange from her orange tree is ripe. The orange is ____.,Kelly's orange from her orange tree is underripe. The orange is ____.,No,No,No,No
XXKCFJGVJDTX,porcupine,extinct,available,extinguished,thriving,"If you are looking for a porcupine, they are extinguished. The porcupine is ____.","If you are looking for a porcupine, they are thriving. The porcupine is ____.",Yes,No,No,No
R3CDKNC3PH6K,air mattress,portable,immobile,easy,hard,It would be very easy to get the air mattress out of this room. The air mattress is ____.,It would be very hard to get the air mattress out of this room. The air mattress is ____.,No,No,No,No
XH7FWCGRRXDJ,bed,empty,occupied,decoration,sleeping,The bed was used for decoration. The bed is ____.,The bed was used for sleeping. The bed is ____.,No,No,No,No
FPMCK2P37RW2,rattlesnake,poisonous,safe,enraged,defanged,This rattlesnake has been enraged. The rattlesnake is ____.,This rattlesnake has been defanged. The rattlesnake is ____.,No,No,No,No
NFN2M74RPJ2Q,recorder,portable,unwieldy,ease,difficulty,One person is able to carry the recorder with ease. The recorder is ____.,One person is able to carry the recorder with difficulty. The recorder is ____.,No,Yes,No,No
XH7FWCGRRXDJ,folder,empty,occupied,dumped,filled,Bill had already dumped the folder. The folder is ____.,Bill had already filled the folder. The folder is ____.,No,No,No,No
XH7FWCGRRXDJ,box,empty,full,lite,heavy,Bill found the box to be quite lite. The box is ____.,Bill found the box to be quite heavy. The box is ____.,No,No,No,No
XXKCFJGVJDTX,candle,light,heavy,stuck,sank,The candle stuck into the birthday cake. The candle is ____.,The candle sank into the birthday cake. The candle is ____.,No,No,No,No
XH7FWCGRRXDJ,nail,sharp,dull,ease,difficulty,Bill pounded the nail in with ease. The nail is ____.,Bill pounded the nail in with difficulty. The nail is ____.,No,No,No,No
FPMCK2P37RW2,shell,hollow,full,store,ocean,The shell was in the store. The shell is ____.,The shell was in the ocean. The shell is ____.,No,No,Yes,Yes
9KNVR6X2DWC4,cream cheese,sweet,spoiled,rich,outdated,I used some rich cream cheese on my bagel. The cream cheese is ____.,I used some outdated cream cheese on my bagel. The cream cheese is ____.,No,No,No,No
FWD4Z73KK6F6,shell,hollow,filled,discarded,occupied,The shell is still discarded. The shell is ____.,The shell is still occupied. The shell is ____.,No,No,No,No
HKXM7AJCMHJQ,hairpin,straight,bent,hairstyle,lock,The hairpin was used to manipulate a hairstyle. The hairpin is ____.,The hairpin was used to manipulate a lock. The hairpin is ____.,No,No,Yes,Yes
HKXM7AJCMHJQ,dustpan,empty,overflowing,inside,outside,"When George tried to sweep up the crumbs, they ended up inside the dustpan. The dustpan is ____.","When George tried to sweep up the crumbs, they ended up outside the dustpan. The dustpan is ____.",No,No,No,No
9KNVR6X2DWC4,ping-pong table,circular,rectangular,unusual,standard,Bill's new ping-pong table was rather unusual. The ping-pong table is ____.,Bill's new ping-pong table was rather standard. The ping-pong table is ____.,No,No,No,No
FPMCK2P37RW2,go-kart,stationary,moving,sitting,speeding,The go-kart was sitting on the track. The go-kart is ____.,The go-kart was speeding on the track. The go-kart is ____.,No,No,No,No
FWD4Z73KK6F6,exhaust pipe,straight,crooked,undamaged,bent,The exhaust pipe was undamaged in the accident. The exhaust pipe is ____.,The exhaust pipe was bent in the accident. The exhaust pipe is ____.,No,Yes,No,No
NFN2M74RPJ2Q,pom-pom,circular,angled,toss,throw,the cheerleader was about to toss the pom-pom to her teammate. The pom-pom is ____.,the cheerleader was about to throw the pom-pom to her teammate. The pom-pom is ____.,No,No,Yes,Yes
XXKCFJGVJDTX,cactus,edible,harmful,okay,dangerous,Jack said it was okay to eat the cactus. The cactus is ____.,Jack said it was dangerous to eat the cactus. The cactus is ____.,No,Yes,No,No
XH7FWCGRRXDJ,grapevine,important,irrelevant,protected,banned,Gina read there was a law that protected grapevines. The grapevine is ____.,Gina read there was a law that banned grapevines. The grapevine is ____.,Yes,No,No,No
XXKCFJGVJDTX,bolt,open,sealed,easy,hard,The bank robbers took one look at the bolt and knew they were going to have an easy time. The bolt is ____.,The bank robbers took one look at the bolt and knew they were going to have an hard time. The bolt is ____.,No,No,No,No
FPMCK2P37RW2,syrup,bitter,tasty,harsh,delicious,The syrup I used made the drink taste harsh. The syrup is ____.,The syrup I used made the drink taste delicious. The syrup is ____.,No,No,No,No
76VNAHQ9VAC3,pill,poison,medicine,died,recovered,Susan tool the pills and died. The pill is ____.,Susan tool the pills and recovered. The pill is ____.,Yes,Yes,Yes,No
XH7FWCGRRXDJ,scoreboard,complete,incomplete,updated,tentative,We noticed the numbers on the scoreboard were updated. The scoreboard is ____.,We noticed the numbers on the scoreboard were tentative. The scoreboard is ____.,No,No,No,No
HKXM7AJCMHJQ,test tube,cylindrical,angular,standard,exotic,Mike showed off his collection of standard test tubes. The test tube is ____.,Mike showed off his collection of exotic test tubes. The test tube is ____.,No,No,No,No
XH7FWCGRRXDJ,wedding cake,edible,poisonous,stuffed,sick,The wedding cake made everyone stuffed. The wedding cake is ____.,The wedding cake made everyone sick. The wedding cake is ____.,No,No,No,No
NFN2M74RPJ2Q,applesauce,edible,inedible,safe,rotten,I learned that the applesauce was safe after one bite. The applesauce is ____.,I learned that the applesauce was rotten after one bite. The applesauce is ____.,No,Yes,No,No
9KNVR6X2DWC4,handprint,recognizable,foreign,son's,pen-pal's,Fatima is looking at her son's handprint. The handprint is ____.,Fatima is looking at her pen-pal's handprint. The handprint is ____.,No,No,No,No
XH7FWCGRRXDJ,wasp,important,insignificant,queen,worker,The wasp was a queen wasp. The wasp is ____.,The wasp was a worker wasp. The wasp is ____.,No,No,No,Yes
FPMCK2P37RW2,mussel,edible,inedible,fresh,spoiled,John smelled the mussel at the market and declared it fresh. The mussel is ____.,John smelled the mussel at the market and declared it spoiled. The mussel is ____.,No,No,No,No
NFN2M74RPJ2Q,okra,edible,uneatable,nutritious,useless,The okra makes for a nutritious snack. The okra is ____.,The okra makes for a useless snack. The okra is ____.,No,No,No,Yes
XH7FWCGRRXDJ,detonator,electronic,manual,switch,spark,The bomb was triggered by a switch. The detonator is ____.,The bomb was triggered by a spark. The detonator is ____.,No,No,No,No
9KNVR6X2DWC4,cream cheese,popular,unpopular,hard,easy,The cashier said this kind of cream cheese was hard to keep in stock. The cream cheese is ____.,The cashier said this kind of cream cheese was easy to keep in stock. The cream cheese is ____.,No,No,No,No
XH7FWCGRRXDJ,icicle,circular,rectangular,wheel,box,The icicle was formed inside a wheel. The icicle is ____.,The icicle was formed inside a box. The icicle is ____.,Yes,Yes,No,No
XH7FWCGRRXDJ,bouquet,simple,expensive,much,little,Mike had much money left over after buying the bouquet. The bouquet is ____.,Mike had little money left over after buying the bouquet. The bouquet is ____.,No,No,No,No
76VNAHQ9VAC3,ruby,precious,tiny,regal,cheap,The ruby made the crown look regal. The ruby is ____.,The ruby made the crown look cheap. The ruby is ____.,Yes,No,Yes,No
9KNVR6X2DWC4,ginger,edible,indigestible,superb,acidic,The chef declared the ginger superb. The ginger is ____.,The chef declared the ginger acidic. The ginger is ____.,No,No,No,Yes
XJKGQQWFXKTX,coffeemaker,simple,programmable,filter,computer,Mike's new coffeemaker included a filter. The coffeemaker is ____.,Mike's new coffeemaker included a computer. The coffeemaker is ____.,No,No,Yes,No
76VNAHQ9VAC3,toe,swollen,regular,enlarged,fine,I noticed the toe was enlarged. The toe is ____.,I noticed the toe was fine. The toe is ____.,Yes,Yes,No,No
9KNVR6X2DWC4,cinnamon,edible,inedible,genuine,dirt,Joanna learned that the cinnamon in her hand was genuine. The cinnamon is ____.,Joanna learned that the cinnamon in her hand was dirt. The cinnamon is ____.,No,No,No,No
NFN2M74RPJ2Q,nightstand,open,locked,unsecured,fastened,I keep my medicine in a unsecured nightstand. The nightstand is ____.,I keep my medicine in a fastened nightstand. The nightstand is ____.,No,Yes,No,No
XH7FWCGRRXDJ,chili,hot,frozen,finger,spoon,Mike could not put a finger into the chili. The chili is ____.,Mike could not put a spoon into the chili. The chili is ____.,No,No,No,No
FPMCK2P37RW2,dandelion,edible,harmful,good,bad,It would be good if you ate the dandelion. The dandelion is ____.,It would be bad if you ate the dandelion. The dandelion is ____.,No,No,No,No
VNAQPVX4R36A,oven,cold,warm,flat,risen,I put the bread dough in the oven and when I came back an hour later it was flat. The oven is ____.,I put the bread dough in the oven and when I came back an hour later it was risen. The oven is ____.,No,No,No,No
XJKGQQWFXKTX,drumstick,musical,turkey,stage,pan,The drumstick was on the stage. The drumstick is ____.,The drumstick was on the pan. The drumstick is ____.,No,No,No,No
9KNVR6X2DWC4,stethoscope,portable,cumbersome,convenient,burdensome,James brought me a convenient stethoscope. The stethoscope is ____.,James brought me a burdensome stethoscope. The stethoscope is ____.,No,Yes,No,No
XXKCFJGVJDTX,brooch,gold,silver,yellow,white,The brooch was a shiny yellow metal. The brooch is ____.,The brooch was a shiny white metal. The brooch is ____.,No,No,No,No
HWDQZR3ZTFRN,snow,deep,shallow,waist,ankle,"John stepped into the snow drift, sinking up to his waist. The snow is ____.","John stepped into the snow drift, sinking up to his ankle. The snow is ____.",No,No,No,No
XXKCFJGVJDTX,palette,large,tiny,many,few,She was able to put many colors on the palette. The palette is ____.,She was able to put few colors on the palette. The palette is ____.,Yes,Yes,No,No
XXKCFJGVJDTX,coffin,open,closed,visible,hidden,The inside of the coffin was visible. The coffin is ____.,The inside of the coffin was hidden. The coffin is ____.,No,No,No,No
XJKGQQWFXKTX,napkin ring,empty,filled,crumpled,unused,Bob's napkin is crumpled. The napkin ring is ____.,Bob's napkin is unused. The napkin ring is ____.,No,No,No,No
XH7FWCGRRXDJ,cake mix,simple,complicated,three,twelve,Bob followed all three steps in the cake mix recipe. The cake mix is ____.,Bob followed all twelve steps in the cake mix recipe. The cake mix is ____.,No,No,No,No
9KNVR6X2DWC4,bracket,empty,used,free,taken,The sign said the bracket was free. The bracket is ____.,The sign said the bracket was taken. The bracket is ____.,No,No,No,No
9KNVR6X2DWC4,brush,thick,thin,wide,narrow,Jenny made a wide line with her brush. The brush is ____.,Jenny made a narrow line with her brush. The brush is ____.,No,Yes,No,No
HKXM7AJCMHJQ,chin,swollen,healed,bruised,normal,"After a hard fall, Mike looked in the mirror and saw that his chin looked bruised. The chin is ____.","After a hard fall, Mike looked in the mirror and saw that his chin looked normal. The chin is ____.",Yes,Yes,No,No
XXKCFJGVJDTX,garbage,clean,dirty,washed,used,Richard just washed his garbage can. The garbage is ____.,Richard just used his garbage can. The garbage is ____.,Yes,Yes,No,No
VNAQPVX4R36A,stethoscope,portable,cumbersome,convenient,burdensome,James brought me a convenient stethoscope. The stethoscope is ____.,James brought me a burdensome stethoscope. The stethoscope is ____.,No,Yes,No,No
FWD4Z73KK6F6,coin,circular,square,curve,corner,May grasped the curve of the coin. The coin is ____.,May grasped the corner of the coin. The coin is ____.,Yes,No,No,No
XH7FWCGRRXDJ,girl,alone,socializing,Solitaire,Bridge,She's sitting at a table playing Solitaire. The girl is ____.,She's sitting at a table playing Bridge. The girl is ____.,No,No,No,No
XH7FWCGRRXDJ,swimsuit,transparent,covering,clear,black,Kimberly was wearing a clear swimsuit. The swimsuit is ____.,Kimberly was wearing a black swimsuit. The swimsuit is ____.,Yes,No,No,No
NFN2M74RPJ2Q,knitting needle,long,tiny,adults,children,The knitting needle was made for adults. The knitting needle is ____.,The knitting needle was made for children. The knitting needle is ____.,No,No,No,No
NFN2M74RPJ2Q,canoe,portable,huge,easy,challenging,I found it easy to transport the canoe. The canoe is ____.,I found it challenging to transport the canoe. The canoe is ____.,No,No,No,No
FPMCK2P37RW2,tarantula,edible,inedible,alive,decayed,Yolanda's blue tarantula is alive. The tarantula is ____.,Yolanda's blue tarantula is decayed. The tarantula is ____.,No,No,Yes,No
XH7FWCGRRXDJ,sauce,good,bad,family,generic,Darlene made her famous sauce with the family recipe. The sauce is ____.,Darlene made her famous sauce with the generic recipe. The sauce is ____.,No,No,No,No
C69D7VD39FKM,water cooler,portable,heavy,truck,main,The water cooler was already fitted to the water truck. The water cooler is ____.,The water cooler was already fitted to the water main. The water cooler is ____.,Yes,No,Yes,No
9KNVR6X2DWC4,carrot,edible,inedible,tasty,radioactive,Susan found a carrot that was especially tasty. The carrot is ____.,Susan found a carrot that was especially radioactive. The carrot is ____.,No,No,No,No
XH7FWCGRRXDJ,string cheese,cheese,fake,appetizing,acrid,The string cheese melted in the oven with an appetizing aroma. The string cheese is ____.,The string cheese melted in the oven with an acrid aroma. The string cheese is ____.,No,No,No,No
