Word	Associative Bias	Alternative	biased_word_context	adversarial_word_context	masked_prompt	target	incorrect	test_type
bulletin board	interactive	passive	started	off	Patrick's bulletin board has been [MASK]. The bulletin board is interactive.	started	off	3
soap	real	fake	lye	plastic	The soap was made from [MASK]. The soap is real.	lye	plastic	3
leg	dead	alive	amputated	rested	The doctor said that Bill's leg would have to be [MASK]. The leg is dead.	amputated	rested	3
mitten	edible	inedible	icing	yarn	Rebecca's mitten is made of [MASK]. The mitten is edible.	icing	yarn	3
parsley	edible	inedible	nutritious	decorative	This parsley is purely [MASK]. The parsley is edible.	nutritious	decorative	3
puddle	empty	overflowing	trip	wet	Mark was running and stepped in a hole making him [MASK]. The puddle is empty.	trip	wet	3
prism	transparent	opaque	clearly	nothing	I was able to see [MASK] through the prism. The prism is transparent.	clearly	nothing	3
knitting needle	long	short	arm	finger	Mildred's knitting needle was as big as her [MASK]. The knitting needle is long.	arm	finger	3
backgammon	popular	unpopular	many	few	[MASK] people play backgammon. The backgammon is popular.	many	few	3
tent	empty	filled	invited	refused	Upon arriving at the circus tent entrance, he learned they had [MASK] additional patrons due to the tent's capacity. The tent is empty.	invited	refused	3
milkshake	sweet	sour	hours	months	The milkshake has been sitting in the fridge for [MASK]. The milkshake is sweet.	hours	months	3
gong	large	small	crippled	annoyed	Mike was [MASK] after the gong fell on his foot. The gong is large.	crippled	annoyed	3
dandelion	edible	harmful	good	bad	It would be [MASK] if you ate the dandelion. The dandelion is edible.	good	bad	3
cashew	bitter	smooth	unprocessed	ready	The cashew was [MASK]. The cashew is bitter.	unprocessed	ready	3
dial	right	broken	wearing	repairing	Frankie is [MASK] his watch. The dial is right.	wearing	repairing	3
measuring cup	circular	heart	basketball	love	The measuring cup reminded Kim of [MASK]. The measuring cup is circular.	basketball	love	3
net	empty	full	disappointed	happy	After leaving his fishing net in the water overnight, the fisherman returned and had a [MASK] look on his face when he pulled it out of the water. The net is empty.	disappointed	happy	3
handprint	recognizable	alien	home	Mars	Jackie looked at the handprint taken from [MASK]. The handprint is recognizable.	home	Mars	3
wedding cake	edible	toxic	limo	ambulance	After they ate the cake, the bride and groom left in a [MASK]. The wedding cake is edible.	limo	ambulance	3
juice	bitter	sweet	lemon	mango	Mike squeezed the juice from a [MASK]. The juice is bitter.	lemon	mango	3
dumpling	edible	inedible	marvelous	stale	Ashley smelled the dumpling in her bowl and it smelled [MASK]. The dumpling is edible.	marvelous	stale	3
diamond	precious	fake	large	small	Tina received a [MASK] sum for the diamond. The diamond is precious.	large	small	3
bottle	open	closed	remained	happened	When Bill knocked over the bottle [MASK]. The bottle is open.	remained	happened	3
vegetable	edible	inedible	eaten	discarded	The vegetable should be [MASK]. The vegetable is edible.	eaten	discarded	3
snowmobile	new	old	dealer	shop	Brad's snowmobile was just out of the [MASK] today. The snowmobile is new.	dealer	shop	3
stereo	good	inaudible	electronic	secondhand	Shelly purchased the stereo from the [MASK] store. The stereo is good.	electronic	secondhand	3
coat	simple	fancy	bored	impressed	Mike's new coat [MASK] the other party guests. The coat is simple.	bored	impressed	3
turkey	edible	rotten	three	ninety	The turkey has been on the counter for [MASK] hours. The turkey is edible.	three	ninety	3
orangutan	extinct	alive	quit	exist	Activists for the orangutan [MASK]. The orangutan is extinct.	quit	exist	3
glue	liquid	solid	now	yesterday	John glued the pieces together [MASK]. The glue is liquid.	now	yesterday	3
zucchini	edible	toxic	oil	asbestos	The zucchini is covered in [MASK]. The zucchini is edible.	oil	asbestos	3
bush	dead	thriving	brown	green	The bush in Mike's yard is entirely [MASK]. The bush is dead.	brown	green	3
skeleton	rigid	mobile	Mean	Flying	The huanted house told stories on a [MASK] Skelton. The skeleton is rigid.	Mean	Flying	3
lanyard	gold	red	corn	cherries	The lanyard was the color of [MASK]. The lanyard is gold.	corn	cherries	3
bathtub	small	huge	one	many	Bill's new house had a bathtub made for [MASK]. The bathtub is small.	one	many	3
whiteboard	empty	full	started	finished	The teacher just [MASK] the lesson using the whiteboard. The whiteboard is empty.	started	finished	3
computer screen	blank	working	dark	glowing	Kevin's computer screen was [MASK]. The computer screen is blank.	dark	glowing	3
abacus	circular	square	architects	mathematicians	The abacus was used by [MASK]. The abacus is circular.	architects	mathematicians	3
curb	high	small	blocked	undeterred	The boy was running and was [MASK] by the curb. The curb is high.	blocked	undeterred	3
chalkboard	empty	full	cleaned	used	I found the chalkboard to be freshly [MASK]. The chalkboard is empty.	cleaned	used	3
cream	perfect	separating	new	old	Tina's milk from the store is [MASK]. The cream is perfect.	new	old	3
sunroof	open	closed	felt	avoided	Holly [MASK] the hail while she was driving. The sunroof is open.	felt	avoided	3
cornmeal	edible	rotten	desert	sick	Mike's family got [MASK] after eating the cornmeal. The cornmeal is edible.	desert	sick	3
bassinet	large	small	Five	Two 	Todd  could fit [MASK] loaves of bread in the bassinet. The bassinet is large.	Five	Two 	3
buoy	empty	full	something	nothing	The buoy has space for [MASK]. The buoy is empty.	something	nothing	3
bowling ball	spherical	crooked	rolled	bounced	The bowling ball [MASK] down the lane. The bowling ball is spherical.	rolled	bounced	3
roadsweeper	human	nonsentient	friend	robot	The [MASK] swept the road today. The roadsweeper is human.	friend	robot	3
compass	true	off	north	east	Mike tested the compass and found it pointed due [MASK]. The compass is true.	north	east	3
loveseat	empty	full	near	on	George is sitting [MASK] the loveseat. The loveseat is empty.	near	on	3
pastry	edible	spoiled	delighted	revolted	The chef was [MASK] by the pastry. The pastry is edible.	delighted	revolted	3
shopping basket	empty	filled	finished	continued	Angela [MASK] her shopping trip. The shopping basket is empty.	finished	continued	3
bikini	optional	compulsory	nude	covered	The guests were [MASK] at the hot springs. The bikini is optional.	nude	covered	3
speedometer	accurate	inaccurate	moving	stuck	Adam noticed the speedometer was [MASK] as he increased his speed. The speedometer is accurate.	moving	stuck	3
breakfast	ready	unprepared	plate	stove	The breakfast was on the [MASK] while max sat a the table. The breakfast is ready.	plate	stove	3
eggplant	edible	inedible	salt	gravel	The eggplant made had been cooked with [MASK]. The eggplant is edible.	salt	gravel	3
stem	smooth	sticky	healed	cut	Stem has been [MASK]. The stem is smooth.	healed	cut	3
blackberry	edible	poison	sugar	cyanide	The blackberry was dusted with [MASK]. The blackberry is edible.	sugar	cyanide	3
jalapeno	extinct	alive	unavailable	available	Jalapenos are [MASK] anywhere. The jalapeno is extinct.	unavailable	available	3
cordon bleu	common	uncommon	easy	difficult	It is very [MASK] to find cordon bleu on a menu in this area. The cordon bleu is common.	easy	difficult	3
door	open	closed	through	into	Mike walked [MASK] the door. The door is open.	through	into	3
jukebox	musical	dissonant	dance	cry	The sound of the jukebox made me want to [MASK]. The jukebox is musical.	dance	cry	3
table	incomplete	finished	sanding	waxing	Molly is [MASK] the table. The table is incomplete.	sanding	waxing	3
chalkboard	empty	covered	lifeguard	teacher	The child pretended to be a [MASK]. The chalkboard is empty.	lifeguard	teacher	3
wagon	empty	stuffed	ease	difficulty	The oxen pulled the wagon with [MASK]. The wagon is empty.	ease	difficulty	3
weed	edible	inedible	wonderful	terrible	Adding the weed to her soup gave it a [MASK] flavor. The weed is edible.	wonderful	terrible	3
canoe	portable	overbearing	toy	adult	The child attempted to lift the [MASK] canoe. The canoe is portable.	toy	adult	3
pocket watch	portable	huge	inches	meters	The face of the clock is two [MASK] in diameter. The pocket watch is portable.	inches	meters	3
cash register	open	closed	agreed	refused	Nina [MASK] to give the robber cash from the cash register. The cash register is open.	agreed	refused	3
cookie	edible	inedible	chocolate	resin	The cookies on display are made out of [MASK]. The cookie is edible.	chocolate	resin	3
cape	long	short	men's	boys'	Don found his cape in the [MASK] section. The cape is long.	men's	boys'	3
tree trunk	straight	curved	Redwood	oak	The tree is a [MASK]. The tree trunk is straight.	Redwood	oak	3
denture	straight	smashed	fine	cracked	After a hard fall, Terry looked in the mirror and saw that his denture was [MASK]. The denture is straight.	fine	cracked	3
beanbag	portable	unlovable	lift	discard	Margaret's old beanbag was easy to [MASK]. The beanbag is portable.	lift	discard	3
chessboard	square	round	standard	exotic	Mike bought a [MASK] shaped chessboard. The chessboard is square.	standard	exotic	3
kitten	important	unimportant	love	attacks	Milly's kitten gives all the [MASK] when she pets her. The kitten is important.	love	attacks	3
shelf	stable	loose	good	bad	Mike thought it would be a [MASK] idea to stack more goods on this shelf. The shelf is stable.	good	bad	3
blackberry	poisonous	safe	kill	delight	Jane used the blackberry to make a juice that would [MASK] her guests. The blackberry is poisonous.	kill	delight	3
sand	soft	hard	smiled	yelped	Jason [MASK] when his feet touched the sand. The sand is soft.	smiled	yelped	3
folder	empty	filled	nothing	everything	Bill had put [MASK] in the folder. The folder is empty.	nothing	everything	3
palm tree	extinct	existing	appalled	relieved	The scientists were [MASK] about the news for the palm tree. The palm tree is extinct.	appalled	relieved	3
aquarium	empty	overflowing	no	many	Bill saw [MASK] fish in the aquarium. The aquarium is empty.	no	many	3
tambourine	wooden	copper	tan	metallic	The man was holding a [MASK] tambourine. The tambourine is wooden.	tan	metallic	3
silicone	toxic	healthy	warned	calmed	The doctor [MASK] the readers about silicone use. The silicone is toxic.	warned	calmed	3
credit card	valid	invalid	accepted	rejected	Joseph's credit card was [MASK]. The credit card is valid.	accepted	rejected	3
pretzel	edible	mouldy	fresh	stale	George bought a pretzel and it was [MASK]. The pretzel is edible.	fresh	stale	3
biscuit	edible	swollen	near	on	Bill cleaned up the water that had spilled [MASK] the biscuit. The biscuit is edible.	near	on	3
sailboat	unique	boring	interesting	plain	The sailboat we bought is [MASK]. The sailboat is unique.	interesting	plain	3
credit card	valid	fake	plastic	paint	Debra's credit card was made of [MASK]. The credit card is valid.	plastic	paint	3
tea	hot	frozen	steam	ice	The top of the tea was covered in [MASK]. The tea is hot.	steam	ice	3
ice cube	cold	melted	relieved	disappointed	Janet, hoping her drink was still cold, picked it up and was [MASK]. The ice cube is cold.	relieved	disappointed	3
stump	hollow	dense	bamboo	oak	The stump was made of [MASK]. The stump is hollow.	bamboo	oak	3
raft	empty	full	not	already	Mark had [MASK] loaded the raft. The raft is empty.	not	already	3
cord	long	small	easily	not	The cord was [MASK] able to reach the plug. The cord is long.	easily	not	3
whipped cream	edible	inedible	smooth	curdled	While baking Phil saw that the whipped cream was [MASK]. The whipped cream is edible.	smooth	curdled	3
clove	edible	foul	chewy	mushy	The clove was very [MASK]. The clove is edible.	chewy	mushy	3
cummerbund	long	tiny	fat	thin	The [MASK] man wore the cummerbund. The cummerbund is long.	fat	thin	3
vacuum	real	phony	demonstrations	photographs	The display model vacuum was also used for [MASK]. The vacuum is real.	demonstrations	photographs	3
stiletto	long	stubby	greatly	barely	Maria's stiletto [MASK] made her look taller. The stiletto is long.	greatly	barely	3
cornhusk	long	truncated	moved	chopped	Diane looked at the cornhusks after she [MASK] them. The cornhusk is long.	moved	chopped	3
steak	good	bad	first	last	The steak was chosen [MASK] by the experienced chefs. The steak is good.	first	last	3
arch	round	square	keystone	corners	Mike hung the lights from the [MASK] of the arch. The arch is round.	keystone	corners	3
coconut	edible	inedible	juice	dirt	Robert cracked open a coconut and [MASK] poured out. The coconut is edible.	juice	dirt	3
test tube	cylindrical	cubic	rolled	balanced	The test tubes [MASK] when put down. The test tube is cylindrical.	rolled	balanced	3
yo-yo	round	triangular	ease	difficulty	The yo-yo can roll with [MASK]. The yo-yo is round.	ease	difficulty	3
hedge	long	small	grew	withered	The hedge [MASK]. The hedge is long.	grew	withered	3
eye	visible	invisible	right	mystic	The guru opened his [MASK] eye. The eye is visible.	right	mystic	3
stick	heavy	light	oak	bamboo	The stick is made from [MASK]. The stick is heavy.	oak	bamboo	3
sink	open	closed	soap	another	Gretchen went to use the sink in the lobby and had to find [MASK]. The sink is open.	soap	another	3
kitten	important	forgotten	bed	shelter	The kitten is located in the [MASK]. The kitten is important.	bed	shelter	3
patty	edible	inedible	beef	mud	John made a patty from [MASK]. The patty is edible.	beef	mud	3
yo-yo	circular	square	rolled	stacked	The yo-yos [MASK] easily. The yo-yo is circular.	rolled	stacked	3
thread	thin	thick	easy	difficult	The thread was [MASK] to fit through the needle hole. The thread is thin.	easy	difficult	3
poinsettia	extinct	alive	loss	beauty	Robert commented on the [MASK] of the poinsettia. The poinsettia is extinct.	loss	beauty	3
wetsuit	optional	compulsory	temperate	freezing	Mike knew that this patch of shallow water was [MASK]. The wetsuit is optional.	temperate	freezing	3
cake mix	simple	complicated	three	twelve	Bob followed all [MASK] steps in the cake mix recipe. The cake mix is simple.	three	twelve	3
seaweed	toxic	harmless	sick	fine	Victor felt [MASK] after eating the sushi. The seaweed is toxic.	sick	fine	3
sling	elastic	rigid	cloth	plastic	Darla's sling is made of [MASK]. The sling is elastic.	cloth	plastic	3
